sale_id,product_id,sale_date,sale_price,units_sold,revenue,returns,campaign_flag
P1001-2025-12-09,P1001,2025-12-09,77.46,12,929.47,2,0
P1001-2025-12-10,P1001,2025-12-10,77.46,12,929.47,1,0
P1001-2025-12-11,P1001,2025-12-11,77.46,12,929.47,2,0
P1001-2025-12-12,P1001,2025-12-12,77.46,15,1161.84,2,0
P1001-2025-12-13,P1001,2025-12-13,77.46,13,1006.93,1,0
P1001-2025-12-14,P1001,2025-12-14,77.46,12,929.47,2,0
P1001-2025-12-15,P1001,2025-12-15,77.46,13,1006.93,2,0
P1001-2025-12-16,P1001,2025-12-16,77.46,12,929.47,1,0
P1001-2025-12-17,P1001,2025-12-17,77.46,14,1084.38,2,0
P1001-2025-12-18,P1001,2025-12-18,77.46,13,1006.93,1,0
P1001-2025-12-19,P1001,2025-12-19,77.46,15,1161.84,2,0
P1001-2025-12-20,P1001,2025-12-20,77.46,14,1084.38,2,0
P1001-2025-12-21,P1001,2025-12-21,77.46,12,929.47,1,0
P1001-2025-12-22,P1001,2025-12-22,77.46,14,1084.38,2,0
P1001-2025-12-23,P1001,2025-12-23,77.46,11,852.02,1,0
P1001-2025-12-24,P1001,2025-12-24,77.46,13,1006.93,2,0
P1001-2025-12-25,P1001,2025-12-25,77.46,14,1084.38,2,0
P1001-2025-12-26,P1001,2025-12-26,77.46,12,929.47,1,0
P1001-2025-12-27,P1001,2025-12-27,77.46,12,929.47,2,0
P1001-2025-12-28,P1001,2025-12-28,77.46,13,1006.93,2,0
P1001-2025-12-29,P1001,2025-12-29,77.46,12,929.47,2,0
P1001-2025-12-30,P1001,2025-12-30,77.46,12,929.47,2,0
P1001-2025-12-31,P1001,2025-12-31,77.46,13,1006.93,1,0
P1001-2026-01-01,P1001,2026-01-01,77.9,7,545.32,1,0
P1001-2026-01-02,P1001,2026-01-02,77.9,6,467.42,1,0
P1001-2026-01-03,P1001,2026-01-03,77.9,6,467.42,1,0
P1001-2026-01-04,P1001,2026-01-04,77.9,6,467.42,1,0
P1001-2026-01-05,P1001,2026-01-05,77.9,5,389.51,1,0
P1001-2026-01-06,P1001,2026-01-06,77.9,6,467.42,1,0
P1001-2026-01-07,P1001,2026-01-07,77.9,6,467.42,1,0
P1001-2026-01-08,P1001,2026-01-08,77.9,6,467.42,1,0
P1001-2026-01-09,P1001,2026-01-09,77.9,6,467.42,1,0
P1001-2026-01-10,P1001,2026-01-10,77.9,5,389.51,1,0
P1001-2026-01-11,P1001,2026-01-11,77.9,6,467.42,1,0
P1001-2026-01-12,P1001,2026-01-12,77.9,7,545.32,1,0
P1001-2026-01-13,P1001,2026-01-13,77.9,6,467.42,1,0
P1001-2026-01-14,P1001,2026-01-14,77.9,6,467.42,1,0
P1001-2026-01-15,P1001,2026-01-15,77.9,7,545.32,1,0
P1001-2026-01-16,P1001,2026-01-16,77.9,6,467.42,1,0
P1001-2026-01-17,P1001,2026-01-17,77.9,6,467.42,1,0
P1001-2026-01-18,P1001,2026-01-18,77.9,6,467.42,1,0
P1001-2026-01-19,P1001,2026-01-19,77.9,6,467.42,1,0
P1001-2026-01-20,P1001,2026-01-20,77.9,6,467.42,1,0
P1001-2026-01-21,P1001,2026-01-21,77.9,5,389.51,1,0
P1001-2026-01-22,P1001,2026-01-22,77.9,7,545.32,1,0
P1001-2026-01-23,P1001,2026-01-23,77.9,6,467.42,1,0
P1001-2026-01-24,P1001,2026-01-24,77.9,7,545.32,1,0
P1001-2026-01-25,P1001,2026-01-25,77.9,6,467.42,1,0
P1001-2026-01-26,P1001,2026-01-26,77.9,6,467.42,1,0
P1001-2026-01-27,P1001,2026-01-27,77.9,7,545.32,1,0
P1001-2026-01-28,P1001,2026-01-28,77.9,6,467.42,1,0
P1001-2026-01-29,P1001,2026-01-29,77.9,5,389.51,1,0
P1001-2026-01-30,P1001,2026-01-30,77.9,6,467.42,1,0
P1001-2026-01-31,P1001,2026-01-31,77.9,6,467.42,1,0
P1001-2026-02-01,P1001,2026-02-01,80.56,6,483.33,1,0
P1001-2026-02-02,P1001,2026-02-02,80.56,6,483.33,1,0
P1001-2026-02-03,P1001,2026-02-03,80.56,6,483.33,1,0
P1001-2026-02-04,P1001,2026-02-04,80.56,7,563.89,1,0
P1001-2026-02-05,P1001,2026-02-05,80.56,7,563.89,1,0
P1001-2026-02-06,P1001,2026-02-06,80.56,7,563.89,1,0
P1001-2026-02-07,P1001,2026-02-07,80.56,7,563.89,1,0
P1001-2026-02-08,P1001,2026-02-08,80.56,7,563.89,1,0
P1001-2026-02-09,P1001,2026-02-09,80.56,7,563.89,1,0
P1001-2026-02-10,P1001,2026-02-10,80.56,6,483.33,1,0
P1001-2026-02-11,P1001,2026-02-11,80.56,7,563.89,1,0
P1001-2026-02-12,P1001,2026-02-12,80.56,7,563.89,1,0
P1001-2026-02-13,P1001,2026-02-13,80.56,7,563.89,1,0
P1001-2026-02-14,P1001,2026-02-14,80.56,7,563.89,1,0
P1001-2026-02-15,P1001,2026-02-15,80.56,7,563.89,1,0
P1001-2026-02-16,P1001,2026-02-16,80.56,6,483.33,1,0
P1001-2026-02-17,P1001,2026-02-17,80.56,7,563.89,1,0
P1001-2026-02-18,P1001,2026-02-18,80.56,7,563.89,1,0
P1001-2026-02-19,P1001,2026-02-19,80.56,6,483.33,1,0
P1001-2026-02-20,P1001,2026-02-20,80.56,6,483.33,1,0
P1001-2026-02-21,P1001,2026-02-21,80.56,7,563.89,1,0
P1001-2026-02-22,P1001,2026-02-22,80.56,7,563.89,1,0
P1001-2026-02-23,P1001,2026-02-23,80.56,6,483.33,1,0
P1001-2026-02-24,P1001,2026-02-24,80.56,6,483.33,1,0
P1001-2026-02-25,P1001,2026-02-25,80.56,7,563.89,1,0
P1001-2026-02-26,P1001,2026-02-26,80.56,6,483.33,1,0
P1001-2026-02-27,P1001,2026-02-27,80.56,6,483.33,1,0
P1001-2026-02-28,P1001,2026-02-28,80.56,7,563.89,1,0
P1001-2026-03-01,P1001,2026-03-01,66.81,16,1068.97,2,1
P1001-2026-03-02,P1001,2026-03-02,67.83,13,881.75,2,1
P1001-2026-03-03,P1001,2026-03-03,66.9,16,1070.43,2,1
P1001-2026-03-04,P1001,2026-03-04,70.12,12,841.41,2,1
P1001-2026-03-05,P1001,2026-03-05,70.17,12,842.02,2,1
P1001-2026-03-06,P1001,2026-03-06,70.88,13,921.41,2,1
P1001-2026-03-07,P1001,2026-03-07,67.96,13,883.47,2,1
P1001-2026-03-08,P1001,2026-03-08,66.25,16,1060.05,2,1
P1001-2026-03-09,P1001,2026-03-09,69.38,14,971.36,2,1
P1001-2026-03-10,P1001,2026-03-10,70.77,12,849.22,2,1
P1001-2026-03-11,P1001,2026-03-11,70.17,12,842.09,1,1
P1001-2026-03-12,P1001,2026-03-12,67.47,15,1012.0,2,1
P1001-2026-03-13,P1001,2026-03-13,69.32,14,970.42,2,1
P1001-2026-03-14,P1001,2026-03-14,69.77,14,976.77,2,1
P1001-2026-03-15,P1001,2026-03-15,75.68,8,605.44,1,0
P1001-2026-03-16,P1001,2026-03-16,75.68,8,605.44,1,0
P1001-2026-03-17,P1001,2026-03-17,75.68,9,681.12,1,0
P1001-2026-03-18,P1001,2026-03-18,75.68,9,681.12,1,0
P1001-2026-03-19,P1001,2026-03-19,75.68,9,681.12,1,0
P1001-2026-03-20,P1001,2026-03-20,75.68,10,756.8,1,0
P1001-2026-03-21,P1001,2026-03-21,75.68,9,681.12,1,0
P1001-2026-03-22,P1001,2026-03-22,75.68,8,605.44,1,0
P1001-2026-03-23,P1001,2026-03-23,75.68,9,681.12,1,0
P1001-2026-03-24,P1001,2026-03-24,75.68,8,605.44,1,0
P1001-2026-03-25,P1001,2026-03-25,75.68,8,605.44,1,0
P1001-2026-03-26,P1001,2026-03-26,75.68,9,681.12,1,0
P1001-2026-03-27,P1001,2026-03-27,75.68,10,756.8,1,0
P1001-2026-03-28,P1001,2026-03-28,75.68,10,756.8,1,0
P1001-2026-03-29,P1001,2026-03-29,75.68,10,756.8,1,0
P1001-2026-03-30,P1001,2026-03-30,75.68,9,681.12,1,0
P1001-2026-03-31,P1001,2026-03-31,75.68,8,605.44,1,0
P1001-2026-04-01,P1001,2026-04-01,75.53,10,755.26,1,0
P1001-2026-04-02,P1001,2026-04-02,75.53,11,830.78,2,0
P1001-2026-04-03,P1001,2026-04-03,75.53,11,830.78,1,0
P1001-2026-04-04,P1001,2026-04-04,75.53,10,755.26,1,0
P1001-2026-04-05,P1001,2026-04-05,75.53,11,830.78,1,0
P1001-2026-04-06,P1001,2026-04-06,75.53,10,755.26,1,0
P1001-2026-04-07,P1001,2026-04-07,75.53,11,830.78,2,0
P1001-2026-04-08,P1001,2026-04-08,75.53,11,830.78,1,0
P1001-2026-04-09,P1001,2026-04-09,75.53,10,755.26,1,0
P1001-2026-04-10,P1001,2026-04-10,75.53,11,830.78,1,0
P1001-2026-04-11,P1001,2026-04-11,75.53,11,830.78,1,0
P1001-2026-04-12,P1001,2026-04-12,75.53,10,755.26,1,0
P1001-2026-04-13,P1001,2026-04-13,75.53,11,830.78,1,0
P1001-2026-04-14,P1001,2026-04-14,75.53,10,755.26,1,0
P1001-2026-04-15,P1001,2026-04-15,75.53,10,755.26,1,0
P1001-2026-04-16,P1001,2026-04-16,75.53,11,830.78,1,0
P1001-2026-04-17,P1001,2026-04-17,75.53,11,830.78,1,0
P1001-2026-04-18,P1001,2026-04-18,75.53,10,755.26,1,0
P1001-2026-04-19,P1001,2026-04-19,75.53,10,755.26,1,0
P1001-2026-04-20,P1001,2026-04-20,75.53,12,906.31,2,0
P1001-2026-04-21,P1001,2026-04-21,75.53,10,755.26,1,0
P1001-2026-04-22,P1001,2026-04-22,75.53,11,830.78,1,0
P1001-2026-04-23,P1001,2026-04-23,75.53,11,830.78,1,0
P1001-2026-04-24,P1001,2026-04-24,75.53,11,830.78,1,0
P1001-2026-04-25,P1001,2026-04-25,75.53,10,755.26,1,0
P1001-2026-04-26,P1001,2026-04-26,75.53,11,830.78,1,0
P1001-2026-04-27,P1001,2026-04-27,75.53,10,755.26,1,0
P1001-2026-04-28,P1001,2026-04-28,75.53,11,830.78,1,0
P1001-2026-04-29,P1001,2026-04-29,75.53,11,830.78,1,0
P1001-2026-04-30,P1001,2026-04-30,75.53,10,755.26,1,0
P1002-2025-05-01,P1002,2025-05-01,55.72,12,668.63,1,0
P1002-2025-05-02,P1002,2025-05-02,55.72,11,612.91,1,0
P1002-2025-05-03,P1002,2025-05-03,55.72,13,724.35,1,0
P1002-2025-05-04,P1002,2025-05-04,55.72,12,668.63,1,0
P1002-2025-05-05,P1002,2025-05-05,55.72,11,612.91,1,0
P1002-2025-05-06,P1002,2025-05-06,55.72,11,612.91,1,0
P1002-2025-05-07,P1002,2025-05-07,55.72,11,612.91,1,0
P1002-2025-05-08,P1002,2025-05-08,55.72,12,668.63,1,0
P1002-2025-05-09,P1002,2025-05-09,55.72,12,668.63,1,0
P1002-2025-05-10,P1002,2025-05-10,55.72,11,612.91,1,0
P1002-2025-05-11,P1002,2025-05-11,55.72,15,835.79,1,0
P1002-2025-05-12,P1002,2025-05-12,55.72,12,668.63,1,0
P1002-2025-05-13,P1002,2025-05-13,55.72,11,612.91,1,0
P1002-2025-05-14,P1002,2025-05-14,55.72,12,668.63,1,0
P1002-2025-05-15,P1002,2025-05-15,55.72,12,668.63,1,0
P1002-2025-05-16,P1002,2025-05-16,55.72,11,612.91,1,0
P1002-2025-05-17,P1002,2025-05-17,55.72,12,668.63,1,0
P1002-2025-05-18,P1002,2025-05-18,55.72,10,557.19,1,0
P1002-2025-05-19,P1002,2025-05-19,55.72,11,612.91,1,0
P1002-2025-05-20,P1002,2025-05-20,55.72,10,557.19,1,0
